,Review,Ratings,Date
194,st Hotel in Jaiput is ITC Rajputana. Met with Manoj Sharma in Lobby and he introduced and provided some amazing and awsome things about the ITC. loved the place so much. Wanna visit every time.Thank you !,5,a review Aug 2020
195,was in ITC Rajputana Sheraton in the starting month of 2020 and that was my best experience ever because of Mr. Manoj kumar sharma who gives the best service with a great smile. Missing peshawari restaurant and there stuff.  Thank You for such experience !  See you very soon !,4,rote a review Aug 2020
196, stayed at itc for 5 nights and had an amazing experience with the ambiance and staff there .  Food is fantastic  Peshawari is the one of the best restaurants Chef gokul there is best He made amazing food for us and hospitality by him was remarkable  Must visit for an royal experience to itc rajputana.  ,5,te a review Aug 2020
197,"ry warm staff, exceptional hospitality. Special mention for the GM, Mr Rishi who personally looked after our wellbeing. Thanks to Gokul and the other chefs for the fantastic food. Highly recommended",5,review Aug 2020
198,e dinner buffet was excellent! The dal makhni surpassed all expectations. Ask if Chef Gokul supervised the food and you’ll not be disappointed. Absolutely loved everything. Property is also well maintained.,4,ote a review Aug 2020
199,"ring this new normal time intense hygiene and safety precautions were ensured for our safe and comfortable stay. We enjoyed the delicious mouth watering  Peshawri food  The staff were incredibly kind, enthusiastic, professional and went beyond in displaying just how much they love bringing comfort and joy to the guests. We had a memorable experience",5,eview Aug 2020
200,I came to jaipur for some work and was looking for a place that will be hygienic enough . I ordered all my meals from ITC Rajputana via Swiggy and i must say that the food is very delicious and they have a huge variety to offer .  ,5,a review Jul 2020
201,d an amazing stay at ITC Rajputana. Special thanks to the staff who made our stay very comfortable even in such tough times. Social distancing was followed and the room service was top notch. Everyone went out of their way to help us in every way possible. ,5,a review Jul 2020
202," was a great stay at ITC. Staff’s were extremely good & polite. Hotel is well-designed and food in restaurants were simply superb.The curated menu,the support and special requests were all met with great enthusiasm.   Mr.Karan Agarwal was exceptional in his services making my stay smooth and comfortable.  I would highly recommend this place for anybody looking for a comfortable accomdation with all luxurious facilities.",5,e a review Jul 2020
203," you want perfect holiday than this is the place. It is  worth every penny spent. The style, the service, the hospitality are 5 star. I was made very welcome by Ms. Aditi...My family enjoyed a lot.  Thank you to all the staff. Highly recommended",5,te a review Jul 2020
204,"e to this recent pandemic, traveling from a city to another has become quite risky, but ITC has yet again made my trip to Jaipur a very safe one with all the safety measures that they have taken.All in all A very lovely experience.",5, a review Jul 2020
205,visited this property during December with my family I had a awesome experience staying out there with mouth watering food I enjoyed the pool area and also courteous staff specially Guest relation executive miss Dolly she greated us very well with a sweet guesture on her face always she also guided the local area n made our trip awesome I would recommend u to visit this property once...,5,eview Jul 2020
206,usually don't write about reviews and all on nearly anywhere but to be honest this is something really exceptional. The anticipation of guest needs and humour of service staffs over there is something that impressed me a lot. Breakfast buffets at this outlet called Jal Mahal are yumm and even offers wide variety of food things. The ambience is fabulous. Truly resembles to some great heritage. I'd highly recommend this hotel. ,5,eview Jul 2020
207,"en It comes to luxurious stay it has to be  the ""ITC Hotels"",  The brand name attached and the hospitality by ITC Rajputana Jaipur,  staff  right from entry gate to reception, to chec in, to travel desk, to buffet breakfast, to extra bedding/ cot for the infant, to the roses & cake deliver in room at middle of the anniversary night and to the room decor/theme on the anniversary day , to the  musical night , to the elite ambiance, to the summer smasher swimming pool , or relaxed stay inside spacious room. to the billing at check  out , it's all flawless . I appreciate and miss the best  hospitality  one can expect for, My wife and my self would like to thanks specially to Mrs Aditi Razdan, who ensured all above mentioned things are in place and expectations meets reality. We…",5,view Jul 2020
208,"cellent stay, the staff were very approachable and friendly,top of that the food is very good.it is situated in the middle of the City which is easy to approach especially the team guest relations was very great and supportive in making the stay perfect.",5, a review Jul 2020
209,autiful hotel with all the luxury comfort and amazing safety they care at every moments that you will feel the best safe place to stay even in this pandemic where travelling and styaing at other places are not safe still they give best service most recommended hotel the front deskstaff is very helpful and kind,5, a review Jul 2020
210," all friends decided to stay for a night at ITC Rajputana  and was amazed with the services of the hotel. The hotel has very neat & clean.Rooms were clean and spacious. We all had a fun time together. Hope the things get back to normal and we can stay again at this property. Loved the food. Special thanks to, Karan Agarwal (Front Desk) for arranging special arrangements at Peshawari. Totally worth stay property.",5,rote a review Jul 2020
211," ordered packed food from peshawari, we couldn't find the difference in sitting there or enjoying the delicious food at our place. Excellent food in terms of taste and quality!Keep it up! Thank you! ",5,e a review Jul 2020
212, had attended a marriage function in ITC Rajputana in June end. The experience was mixed. We were very satisfied with Covid precautions taken by hotel. Food quality was awesome and with top quality security for Covid. Chef Ashwarya  was really a great person and shown his culinary skill. Our floor manager was very cooperative and did his best. I specifically want to mention Mr Hukum sing name for his very nice behaviour and services.  I was disappointed with front office staff and sales team staff . The way the deal with us was very commercial and had only monitory angle.Overall we had a memorable event and satisfied with total Package.,4, review Jul 2020
213," ITC Rajputana ! -   After several months , I spent three nights in Rajputana Sheraton  , which, thankfully enough, were like spending three nights in heaven after the kind of lives we lead in the Delhis and Mumbais of the world. There are no disturbances ; there is almost an embedded fait accompli in staffs demeanour, toward providing excellent services which many a time suggests that this is  the pace that should be  followed in hospitality industry  , I had the luxury of spending these three nights in unbridled comfort at what is certainly the finest resort hotel in India: after the ITC Sonar Bangla ofcourse The ITC Rajputana ...  In Jaipur I am never returning to taj hotels for stay in Jaipur atleast !! which I use to be a loyalist of once upon a time . But they way I was…",5,rote a review Jul 2020
214,"ve visited the hotel for 02 nights with some officials and was amazed with the services of the hotel. The hotel has ""WeAssure"" Hygiene programme which the cherry on the cake during this pandemic. Special thanks to Nayan, Karan Agarwal (Front Desk) for arranging meals late night.   Regards,  Nagar Mal Embassy of Panama",5,993 wrote a review Jul 2020
215," stayed at the ITC Rajputana in March of 2019, overall we had a very good stay.   The issues were minor:   Upon check in we realised the pool was closed for maintenance, this was disappointing. I’m not sure whether our travel agent or the hotel omitted to pass this information on to us, either way we were not aware of this. It would have been good to provide your guests access to the pool facilities of another hotel.   The view from some of the rooms is not the best. We overlooked a highway underpass. Request a pool view room, not one that overlooks the street. The rooms are beginning to show their age.   The positives:   Our highlights of this hotel were the hotels exceedingly friendly and helpful team members and the hotels restaurants.   The staff consistently go out of…",4, a review Jul 2020
216,"llo everyone!  We would like to thank the ITC Rajputana, Jaipur. Mr. Gagan Katyal, Saurabh and Karan from the front desk, Hukum Singh from hospitality, Lakshika from F&B, Chef Aishwarya, Ankita from Sales and all the other staff members for all your efforts throughout our 2 Days Wedding Event to make it smooth, comfortable, safe, and memorable.  Everything was very well planned, managed and delivered. We with our families are utterly thankful for the same.  Regards Cherry and Anirudh",5,review Jul 2020
217,"nderful, amazing stay at ITC Rajputana last week. We stay at this property a few times every year and were hoping to not miss out this year. Luckily, the hotel opened last week for limited guests and had a well defined protocol for sanitising and maintaining necessary precautions. The service was excellent. The staff went out of their way to make sure we had everything we wanted. There were no buffets but we had a wide choice of menu - Indian, Oriental and Continental - and we were thoroughly pampered by Dharam Singh, Rohit Nanda, Mandeep and Shahbaz. A big thank you to all of them, as well as the others there at the front desk, housekeeping, etc who helped make it special for us and  to Arun Singh, in sales, who made this possible.",5,a review Jun 2020
218,"ve grown up in Jaipur and every time I visit this hotel, I'm just as captivated by its beauty as I was when I saw it for the first time. It's a heritage hotel that offers an unmatchable experience of Rajasthan's rich culture, traditions and royalty. As all our guests were either from outside Rajasthan or India, so quite naturally, ITC Rajputana was the perfect choice for our wedding.  The hotel staff's hospitality and arrangements were top notch. Throughout our stay in the hotel, I never had to follow up on any requests or pre-decided commitments, each of which they fulfilled with extreme precision and care. We were pleasantly surprised and equally glad to see to the level of coordination between their sales team, the banquet staff and the chef. ITC Rajputana played a huge…",5,review Jun 2020
219,"dicated staff, luxurious rooms, vast property, great food & amenities. What more can you ask for, especially in these times.  Had a very relaxing family outing.  All the staff were exceptional, so just cannot single anyone out.",5,e a review Jun 2020
220,"ring this time of pandemic, their service was excellent. It was warm and courteous and the staff is amazing. Jitendra from jaipur pavilion was our host and he did an excellent job!The quality and quantity of food is good and also the service was prompt. Keep it up!",5,jee wrote a review Jun 2020
221,"ter a long lockdown, I finally went to ITC rajaputana for a brunch with family, and Mohammad Zakir, the current chef, explained all about their hygiene protocol and served us delicious brunch, suggested and served by himself making the experience very warm. ",5,review Jun 2020
222,"d a great time at ITC Rajputana. Mr Karan was great at building rapport. I would like to mention one thing, complementary offers are missing. Next time when I would visit, would like the hotel authorities to grant some complementary deals.",5, a review Jun 2020
223,s a truly beautiful property and best part is the location which is right in the city centre. Perfect for a business trip or a leisure trip. Must rate this property very high on maintenance - always clean and tidy. Great food options. Breakfast is amazing. The restaurant staff is extremely caring and understanding. The rooms have been renovated over the last couple of years. The swimming pool is also huge and lovely. The staff any any ITC hotel is always warm. The hospitality is great. Would like to specially thanks Rohit Mathur at the Front desk. Thanks to Karan and Nitin at reservations for handling the bookings so smoothly. Would love to keep coming back.,5,review Jun 2020
224,"cellent Hotel, Wonderful and fabulous services, most courteous staff ... Can't Wait To Get Back, post COVID-CRISIS eases out. Hope the staff of the hotel is fine and I'am looking forward to avail your services soon.",5,wrote a review Jun 2020
225,perb stay at ITC Sheraton...lyf tym experience....miss the hospitality a never seen before experience.th entire team puts in the effort   especially the boy Karan Agarwal...not to forget the dal bukara of Peshawari a must to b tasted if u visit shereton,5,a review Jun 2020
226,"st visit property, great hospitality by the entire team. They make you feel so special and try to make extra efforts to make your experience exceptional.Peshawari's Dal Bhukhara & Paneer Khurchan is a must have. Thanks to Mr.Rohit@ ITC Rajputana for all your support.",5,iew Jun 2020
227,"C Rajputana has always been go to hotel destination for me and my Family. We are really missing the hospitality offered by the whole team of Rajputana. The facilities offered have always made us feel like, a part of royal family. Superb luxurious services with the best food in Jaipur. I Highly recommend, who ever wants to experience the luxury of Rajasthan to consider ITC on their top list. We are for sure going to make our first visit to ITC once this pandemic is under control. Special Thanks to Mr Karan for offering us with such appreciable services.",5,te a review Jun 2020
228,"azing place to stay with a taste of Royalty. Ambience is breathtaking. Staff is very welcoming and cooperative.  I was really overwhelmed to stay here. Tlit was a truly amazing and awesome exp. The welcome was really great Mr. Karan and team amakes you feel special . The hotel is like a jewel. Will surely recommend Itc was really great to stay here. I was with my friends and what a lovely time we all had. The staff is really helpful Mr Karan guided us throughout . Tye tooms , lo by , pool is beautifully maintained. Will visit again",5,review Jun 2020
229,ally enjoyed my stay at ITC. Everything from food to service was top notch. Jaipur is a good city to explore and this hotel brings up the true authentic culture of the city really well. Recommended 👍🏼,4, review Jun 2020
230,visit before lockdown around jante curfew my stay for 2 days and in this scenario they provide best service with fully precautionary measures so hotel are best with luxury felling and front office MANAGER Mr. KARAN AGARWAL this guy doing best job with regards.,5,wrote a review Jun 2020
231,visited with my friends and i enjoy all lot in ITC. The service is very good and food is awesome and tasty.All facilities are very good and hotel food is also good and staff is very polite and coommunicatin is good and in this hotel near tourist places.,5,rote a review Jun 2020
232,"sited just  before lockdown 18th March 2020 Hotel took all preventative measures against Covid 19. Really amaze to see the dedication of staff specially Mr.Rohit, taking personal care to all guest and try to make them comfortable as much as possible.  Thank you for all your support and care",5,wrote a review Jun 2020
233,"ssing the hospitality, food & services of ITC Rajputana. Have visited the hotel for multiple occasions and it has been a Euphoria for me and my family.  Would like to thank Karan from Front Office to introduce us to the luxury hotel and making us a regular client of the hotel.",5,eview Jun 2020
234,"  I am a lawyer by profession.  Me and my colleagues have an ongoing arbitration in Jaipur for which we keep traveling there. When it comes to where to stay in Jaipur ITC Rajputana is our preferred choice. We've stayed there innumerable times and never had a reason to complain.  The hospitality by Rohit and his entire team has always been exceptional.  Its come to a stage that we don't feel like guests there and its literally a home away from home.  So based on my experience I would strongly recommend staying at the ITC Rajputana whenever you travel to Jaipur. Its a truly amazing experience and having stayed there once I can guarantee that you'll not even think about staying at another hotel whenever you visit Jaipur. Its truly that good. From it's amazing restaurants,  most…",5,v wrote a review Jun 2020
235,e team at ITC Rajputana is very professional and at the same time very friendly. A special mention to Rohit at the front desk and staff at the Bar and Open Coffee shop. They take extremely good care of the guests. Breakfast is also very well taken care of.,5, a review Jun 2020
236,"azing team at the front and best hospitality. Front office was really very welcoming and found the property to be the best in town moreover best staff, best communication, best service and the perfect destination to rely on. Thanks for being their and best wishes to the team. Stay safe and stay healthy.",5,a review Jun 2020
237,"s a nice stay. The property is at very prime location. The guest relations team was welcoming and hospitable. It offers very good restaurants like Peshawari. Really miss the mouth watering delicious food from the restaurant. Each and every staff was efficient and attentive. looking forward to plan my vacation in Jaipur with my family, ITC Rajputana would be my first priority. Hope situation will be normal soon, wish safety and good health of all staff.",5, a review Jun 2020
238,"ordered food online with ITC Rajputana Jaipur in lockdown period on 30.5.2020.  Food was awesome. Staff response was excellent. All four items Safed Murg, Double Chiken Kathi, Muglai Paratha and Bishops cake were too good. Packing excellent and nicely wrapped. Delivery on time.",5,review Jun 2020
239,"is year we really thought , we wont be able to celebrate mothers day!! We wont get flowers , we wont get cake but then Rajputana made it easy for us.  I got a cake and that too just the way I wanted it to be.  Thankyou Chef Gokul , thanks a lot.  Cant wait to visit the hotel!! ",5,a review May 2020
240,"dered a chocolate truffle cake from ITC Rajputana made by most talented Chef Gokul, he was very patient with end time changes made in customisation. Taste - 100 Decoration/Customization-100 Loved the cake, very cooperative during Covid 19.  Would love to try other creations as well.",5, review May 2020
241,e of the best experience with ITC Jaipur rajputana.i really appreciate their welcoming gesture and maintaining comfortable environment for the guest especially guest relations team..I wish I could plan my vacation with my family post pandemic and I pray for well being of such hospitable staffs.stay safe!! Thank you for everything Best wishes,5,pta wrote a review May 2020
242,"ITC Rajputana is indeed a great place to visit Everytime 😊 whether with colleagues or family.  And yes, how can I forget ""Peshawari""  During this situation, I hope and wish good health of each and every one working over there. I really miss Rajputana's hospitality especially their courteous staffs. Guest relations team with smile and always ready to help. I will definitely be there once the situation is Normal. Till then stay safe,stay healthy everyone 👍",5,ote a review May 2020
243," you haven’t tried cakes made by chef Jakir at the Coffee shop, ITC then please do! I have been asking him to bake cakes since last 5-6 years for all the celebrations in the family and for friends and not even once has he given me a chance of disappointment. He is a very talented, humble and a kind hearted person. I wish you all the very best for your future endeavours Chef Jakir bhai! ",5,a review May 2020
244," had a wonderful experience during our stay at ITC Rajputhana, the staff were courteous and friendly, rooms were superb, the breakfast buffet was excellent with lots of options. It was a good memory for our batch of doctor friends..",5,etty wrote a review May 2020
245, have ordered food from Rajputana during lockdown. We missed relishing some good food and there can not be a better option than Rajputana. We all in the family was actually delighted with the quality of food . It was delicious . On the top of it packaging was done nicely to ensure hygiene and warmness of the food. They good forced us to order again. Keep it up Team Rajputana Jaipur,5,rote a review May 2020
246,s subjected to great service from the hotel. The staff was very helpful and accommodating in everything. The property was very lavish and beautiful. The food at all times was very good too.  All in all a good stay.,5, review May 2020
247, has been a long time due to this situation since i visited this property. I was missing the service very much so i decided to order food from one of the finest restaurants of this property i.e Peshawari. I must say that the food was exceptionally tasty. It was really mouth-watering. Waiting eagerly to experience the services again.,5,te a review May 2020
248," have stayed at this hotel multiple times and the high quality of servicel. Hotel staff was polite and humble there very caring about their guest and i olso enjoyed evening retual.In the jaipur tavillion food quality was very nice specially Rajasthani thali dal,bati,churma it was excellent it was memorevel trip ever.I hope i will back soon.Thank you made my trip specia.",5,review May 2020
249,cated very close to the Jaipur railway station ITC Rajputana is one of the best hotels in Jaipur for leisure and family trip. The hotel staff is very polite and helpful. Rooms are quite spacious and well maintained. And not to forget the food..it's just super awesome 😋 Will surely visit again.,5,ote a review May 2020
250," this difficult phase the world is going through in thus pendemic situation , one of the many things i am badly missing is my stay at THE ITC RAJPUTANA , jaipur , where i was regularly visiting from the last one year every month.   Some of the staff i still remember like Miss Kanak , coz of the enormous support and professionalism they show towards their work. I wish the situation gets back to normal and I experience the comfortable and soothing stay back very soon.    I would like to end with a quote “ MISS YOU ITC AND ALL STAFF “ . Stay safe , stay healthy . See you soon.",5,rote a review May 2020
251,"dia was on my best trips, this hotel have excellent people working & is avery nice place. Food is great, all services are good. The room & other accommodations were superb.  All things are good, this hotel was so beautiful. I particularly want to point out the head chef who went out of his way to help us feel comfortable. He had daily recommendations for items to eat and even specially Rajasthan kachori for us. Truly a memorable experience ,thank you 🙏",5, wrote a review May 2020
252,azing property ... Front office team and H/K were awsome .. verry humble and kind towards the work .. i have seen peacock and bueatyful birds in the campus. Which feels like living in arms of nature.   food was also mouthwatering ..  i really enjoyed hope to c u guys verry soon ,5, review May 2020
253,C  Rajputana hotel is something i would recommend every1 who is planning to visit Jaipur...My stay was awesome. The peshawri restaurant was mind blowing it has perfect autentic taste. The Front n hk teams were very helpful. Would like to thank each one of them for their kind gesture towards us. Had a very memorable and comfortable stay at the hotel. ,5,te a review May 2020
254," stayed with our family and were wowed by the hospitality. smallest details were taken care and our comfort, daily needs were taken care. The staff is amazing and never kept us waiting for any needs.",5,eview May 2020
255,"d the most delicious food and service was amazing right on time and didn't take so much time when being prepared,a lovely hotel with variety of interesting and tasting dishes. We usually have dalbukara at Peshwari. But due to this lockdown we miss you Peshwari.",5, review May 2020
256,st night I ordered food and menu was Amazing with lots of choices. Enjoyed Paneer khurchan and Dal Bukhara after long time.During Lockdown it was treat to have such delicious food with safety and Hygiene. Thank you very much for the food and service during such crisis.,5,e a review May 2020
257,"cently ordered online food from itc rajputana . incredible taste and awesome staff! Ordered paneer makhani ,laal maas and butter naan and I had such delicious food after a long tym .they have maintained great hygiene and food packaging was also very safe and sound the hotel staff have maintained all the needful precautions required during this lockdown and ensured the safety of the outcomers as well.Really a value for money ,great food and service.",5,review May 2020
258,dia was one of my best trips. This Hotel have excellent people working and is a very nice place. Its a very big place. Food is great. India don´t eat meat but have a lot of spicy options. If you need anything ask Manoj he is very helpfull.,5,a review May 2020
259," happened to stay at the hotel just a few days before the national lockdown, when  Covid-19 was beginning to spread rampantly across India. Regardless of the tough circumstances, all the staff in the hotel ensured their level best to make our stay comfortable going well beyond their call of duty. There were many people who helped us greatly during our stay. Whilst here is a list of just a few we were able to interact with directly, we would also like to thank all those staff members who worked equally hard behind the scenes during this tough time. Some of the staff members who we would like to thank:  Mr. Nitin Chawla- Revenue Manager  Front desk  Mr. Karan Aggrawal  Ms. Ridhima Mathur  Ms. Dolly Saw  Mr. Shuvam Saklani  Guest Service  Ms. Sunita Sharma  Travel Desk  Ms. Mini…",5,wrote a review May 2020
260,"have ordered online food ,Lots of choice in the menu ,After long time had amazing food ,Specially Paneer Khada Masala and Murgh Jodhpuri. Food packaging was good with full safety ,Value for money ....  Really we enjoyed the Food ,during  @ Stay Home ....  Thanks to all Staff ,They are providing excellent food during  LOCKDOWN ...",5,a review Apr 2020
261," usual ITC proves to be among the best 5 star hotels to provide extreme comfort to clients staying or visitng there under the guidance of top level managers like Mr. Tejinder ji, Mr. Nitin behel. Being a Jaipurite would like to start visiting ITC Rajputana at the earliest after things get normalized and hospitality indutry comes back with full swing. Missing Surinder ji, Bhole Ji, savarmal ji who had always made sure to give 5 star service to there clients may whatso evr comes....All the best to the newly appointed GM Mr. Mattu and his team....looking fwd to start visiting again soon.",5, review Apr 2020
262,"r room was lovely, dated but lovely as was the whole hotel. But the thing that made our little getaway to Jaipur so memorable was the service. Eevery single member of the staff was so lovely, kind, welcoming. My 2 year old is still doing Namaste to everyone. They also arranged a very good guide who tailored his tour to our VERY leisured kids pace. Spending extra time and telling stories to what they would like. Even arranging block printing and for them to watch carpet weaving. I know you pay for luxuries but these are experiences that are priceless. Thank you ITC. We're definitely coming back.",4, review Mar 2020
263,"is was the 2nd ITC hotel we stayed at during our Golden Triangke tour. Everything about it was excellemt, the staf were attentive and polite and the accomodation was clean and well appointed. Good choice of eating choices and exceelent food quality and value for money",5, review Mar 2020
264,"had a great experience at this hotel. The room, and other accommodations were superb. I specially want to commend Pancham, one of the trainers in the gym who helped me to improve my training sessions. Pancham is knowledgeable, disciplined, kind and inspirational. All the qualities needed in a great trainer. Pancham is a great ambassador for his beautiful and enigmatic country- India.  ",5,wrote a review Mar 2020
265,"eat place, Loved the vibes, amazing food and services. I had breakfast at jalmahal, The staff was very courteous. Various stuff to choose from. Would like to thank Miss Aaliya for helping me with my eggs and other order. All over a very good experience. Would definitely gonna recommend.",5,a review Mar 2020
266,ry Beautiful and a heritage style hotel. Great place to experience a palace style living.  Many Thanks to Satyaprakash and Dharmesh for very warm welcome at the gate . Also to Ram for maintaining the cleanliness of room.,5,wrote a review Mar 2020
267," had a fantastic time at this hotel.  The rooms were very clean. The property was beautiful and immaculate. The food was outstanding. It was expensive, but worth the money.  AND it was all done sustainably, which I absolutely loved. NO PLASTIC!! Way to go, ITC Rajputana.  Of note,  - Rajeev, the coach at the gym was wonderful. He gave useful tips to my husband during his workout, went the extra mile and helped him stretch.  - Gokul, the new manager who oversaw the breakfast had recently revamped the entire menu and experience. And it was wonderful. Absolutely delicious and healthy food, served with warmth and courtesy. This was the best part of my day.  - Mukesh, from housekeeping, who cleaned our two rooms, kept them spotless and organized.  Others too, from the doorman, to…",5, a review Mar 2020
268," stayed at ITC Rajputana for 10 nights in conjunction with the WAFA India flower show.  Our stay was pleasurable.  I was extremely impressed with the selection of food at the buffet breakfast and the delectable food at the hotel.  The breakfast staff were always helpful especially Shabaz and Gokal, We wish them well in the future of their career.  Also Mukesh from Housekeeping was delightful and kept our room clean and tidy, thank you Mukesh.  Also to hospitality staff Kanak and Bhawani thank you for all your help during our stay. A wrap for ITC, we thank you all for your hospitality and kindness during our stay, we will definitely return. Vanita and Jay (NZ)",5,te a review Mar 2020
269,"had my best dinner with Kairsangri a true Rajasthani dish. If dinner was unforgettable breakfast was top of World. Took extra care to arrange juices of my choice, Rajasthani Chorna, and many more. Today I ate double of my usual diet.  Staff here is charming and courteous. Shruti Bagla san and Bajrang san interacting with you was very memorable experience.  My best wishes to both of you",5, wrote a review Mar 2020
270,"e quality is very good and complite, The restaurant is very clean  chirag Hk manager and shreel  very good attention taken care of guest always. previous room has dampness but chsnged to new room. i am very happy",5,eview Mar 2020
271,autiful  hotel with efficient  management.  Hotel  has a very beautiful  lobby and is perfect  for wedding  destination.  Staffs are very nice.  Special  thanks  to Mr.  Lalit Sharma for helping  attitude  everytime. MS.  Dolly and other staffs.,5,ote a review Mar 2020
272, husband and I thoroughly enjoyed our meal at the Peshawi restaurant. We can’t fault anything. The food was delicious and the service exceptional. We chose two set meals from the non vegetarian menu and loved every mouthful.,5,te a review Mar 2020
273,"om was great, overlooking the lovely pool area. Surroundings in the hotel were superlative. Restaurants within the hotel were superb - we used all of them. Particular thanks to Bhavesh and Vivekat in the pool bar whose service was first class - they really went the extra mile and desrve praise. Also Chef (I assume head chef) Gohul was very visible and did a wonderful job. Thanks to you all",5, wrote a review Mar 2020
274,"is place is truly a gem! Staying at this place gives you a true value feel of a palace with the perfect touch of modern. The front desk was equipped with friendly faces, specifically Nikunj and Dolly. Upon arrival, we were given a complete tour by the most adorable intern Rajot Verma. Yes, we had some issues along the way, but we did not feel it was fair to take away stars, as each issue was handled in a timely manner. If you love stays that include a lounge access, this place is top of the line. Their lounges (indoor and outdoor) are marvellous and the bar staff is top notch - especially Rohit from the outdoor bar! Lastly, please be sure to get a message from the spa on the lower level - it is worth every penny!",5,ans wrote a review Mar 2020
275, was a really great experience at Itc Rajputana. At Jal mahal during breakfast and dinner service and food was excellent. Buffet spread was quite good. Shruti and Sudhir and Chef Bajrang was helpful during the stay.,5,review Mar 2020
276,eat service and amazing rooms. Particularly loved the cookies. The food at itc is always amazing. Great service and good ambience. A lovely hotel with great hospitality. Definitely my next stop once i go to jaipur next 👍👍,5, review Mar 2020
277," stayed at ITC Rajputana during our 2 day visit to Jaipur.  The hotel is centrally located.  We ate all our meals at the hotel because it was convenient and food was good.  Breakfast Buffet has wonderful variety.  Dining at Peshwari was an amazing experience.  Our rooms were well equipped and plush.  There were a few glitches but Shreel, Hukum in housekeeping and Nikhil Sharma went out of their way to make it right.  Service by  Sneha, Jayram. Rampal, Anand, Dharmesh stood out.  My son forgot an item at the hotel and Shreel and Sneha went above and beyond to get it shipped to our hotel in Delhi.  It’s obvious that the team here works really hard to provide excellent customer service.  I would definitely stay here or any other ITC property in a heartbeat.",5, review Mar 2020
278, checked in to hotel few days back and I really love the ambience of this hotel grand beautiful lobby good food varieties in jap Mahal buffet I really enjoy the dance and music performance also Thankx to ayushi ayanika and Lalit they are very helping.,5, wrote a review Mar 2020
279,"ey care, They love, They do anything that we would not even thing of.  The people are a BIG time asset to the company. The reception team Nayan, Chirag, Ayushi, Rohit were all sooo good and welcoming. Felt like home!  The indian traditional welcome with a cheers of welcome drink and a smile on all faces was a cherry on cake.  We reached early and the we were lucky enough to be honoured a room early by the hotel management.   Evening time Dolly surprised me with a cake and bouquet to wish me birthday , I am amazed.  Breakfast experience had been nice too. Good and healthy spread , with chefs always there to seek requirements.   Special thanks and recognition to Mr. Saurabh at reception for managing such a brilliant team and place.  Will DEFINITELY recommend to all and pay a…",5,te a review Mar 2020
280,"r group’s stay at the ITC Rajptana in Jaipur was near the end of our  2 week visit and we were tired when we arrived. But the staff at guest services was both friendly and efficient at getting us to our rooms. My roommate and I were taken under wing by Utkarsha, a lovely young lady who escorted us to our room, explained the amenities, dining services etc. From that point forward, throughout our stay, we felt we had a friend every time we saw her smile. Later that evening, we ate dinner and were served by a friendly and enthusiastic young man named Ojas. He was courteous, helpful and happy to meet new American friends.  A very nice hotel!",5,review Mar 2020
281,"d the pleasure of visiting ITC Rajputana  while on a business conference. This is a very spacious hotel. the food was outstanding. The only problem is - it was too much of good thing and I easily added 3 kgs in 3 days :-) However, my best compliments are for the staff.  Extremely attentive and gracious. Spoke to the manager Aditi regarding something not working. It was a mechanical failure. She immediately apologized (though she didn’t have to) and took care of it and provided extra care for the next day. Later in the evening, the room manager Sneha Bhumiej came to apologize personally (again, she didn’t have to) and provided some complimentary appetizers etc.  In jal mahal restaurant -  Mr. Bhole and Gokul were  very helpful and genuinely interested in ensuring well being of…",5,view Mar 2020
282,"is hotel was very nice and provided very good service. My room was very nice, on the ground floor, overlooking the pool area. Landscaping is excellent, very tranquil.   There was some musical entertainment around the pool area. The music was ok...the dancing was nothing special.  The reakfast restaurant has a good selection.",4,ote a review Mar 2020
283, 4/3/20 we went to look and show run some good heritage property for destination marriage but particularly we love this property entrance of this hotel not fine but u when enter the hotel marvellous they. Offer us a complimentary lunch it so delicious I can’t explain our experience to this place Numbers 4bcz entrancing is not fine,4,te a review Mar 2020
284,just wrote a review of my experience with the wonderful service we received at the ITC Rajputana and neglected to mention the name of the very diligent concierge responsible for handling our delivery of packages to the ITC Maurya. His name is Manoj Sharma- a most valuable staff member who kept us in the loop every step of the way in getting our package delivered.,5,view Mar 2020
285,would like to commend Aditi Razdan and the other staff for all the help support and courtesy. A special of Aditi and think she is a real asset to the group. Theboverall stay was foood and the service due to the extra care and attentions to details and thebfollow up,5,e a review Mar 2020
286,ally touched with hospitality in itc rajputana. Hotel is situated in centre and very prime location. Local markets are very near to the hotel. Grand and royal property and also very attentive staff. Mr. Dharmesh was very helping towards us. I would like to mention about Ms. Dolly from guest relations for being caring and helpful towards my family. Also thanks to Ms ayanika. Thank you team rajputana. Would definitely like to visit again,5,eview Mar 2020
287,ry happy with the hotel and it's service.  So happy to be back in Jaipur and specially  to ITC Rajputana..... Home away from home.... Rooms are nicely done with good features.  Staff is really  helpful  and warm.  Special  thanks  to Ms.  Aditi and Bhawani and Ronan. All of them are really great.  Highly recommend,5,te a review Mar 2020
288, was a truly amazing experience at ITC Rajputana. One of the best stay experience I ever had....The entire hotel.is so beautiful and whT makes it different from other hotels are the services. Be it Aditi in lobby....Rohan and Bhawani in bell desk....Medha in restaurant...All are fabulous . Highly recommended,5, review Mar 2020
