,Review,Label
2861,highlight swimming pool nice view very windy many people breakfast dinner buffet good,Postive
2862,check bit hassle very long queue though served refreshments queue took city view room level view great could see sound light show room city view infinity pool level unbelievable side level saw shipyard docks skypark level also wonderful experience great view city skyline,Postive
2863,stayed four wonderful nights magnificent floor tower facing gardens bay rooms balconies therefore wonderful view gardens bay light music show night rooms large great size bathroom shower bed mattress little hard side much good problem infinity pool simply no words takes breath away lifetime memory arrived knowing would not get room room available thank marina bay sands worth luxury stay,Postive
2864,stayed nights city view room amazing facility great view room clean tidy bed comfy bathroom massive great sized bath easily fit two adults massive shopping area attached great array food outlets restaurants check time extremely busy wait long given huge didn surprise rooftop pool busy accommodated everyone view spectacular drinks bit pricey end not unreasonable room service prompt staff friendly accommodating loved connecting walk bridge gardens bay must see anyone visiting iconic highly recommend,Postive
2865,fiancé stayed night mainly rooftop pool spectacular views incredible worth price alone wasn overcrowded surprise might change day day adult section bonus drinks expensive would expect view room large comfortable bed amazing views city bay connected metro walking distance gardens bay quick inexpensive meal go food court mall would recommend splurging pool would say one night enough,Postive
2866,visited business conference say incredible place huge result totally impersonal spotlessly clean staff friendly room great views pool incredible stay lot hotels business ones keep coming back know name suspect unless spend hundreds thousands won get kind connection work send go not going top list,Postive
2867,daughter spent evening bar not gin drink since years old bartender made one magnificent no gin test pure lovely tasting drinks exceptional flavor also serve incredible macaroni cheese ever tasted bar menu fabulous must visit certainly stay swing,Postive
2868,don get wrong good outdoor appearance grand lobby nothing special room neat infinity pool fantastic buffet dinner ground floor incredible biggest asset customer service filipino staff prestige stay friends relatives like wow yayamanin ang mo yes enjoyed room n location promo basis id probability,Postive
2869,wife nights stay mbs gift uncle course excited singaporean reviews either stars unfortunately mbs fell short expectations room decent spacious good amenities tv channels distorted times wifi slow views great marina barrage gardens bay marina bay golf course course infinity pool must visit however thats good gets mbs service industry expect top notch service star not case mbs started first night tried get car park coupon next day since parked overnight max parking fee compared,Postive
2870,stayed nights mbs view pool awesome food bar great shopping also beyond one ever ask sure try gondola boat ride family partner,Postive
2871,one amazing resort pools rooms bit dated well maintained equipped f b options bit limited considering size resort adjoining mall offers high end shopping multiple dining options,Postive
2872,one engineering marvel sg laser show evening part spectra water light show rooftop bar restaurant well looks beautiful fullerton bay end evening,Postive
2873,certainly eye opener glad stayed probably wont stay wiifii terrible very impersonal expect enormous place certainly must life time roof top pool breathtaking best go mid morning rooms nice careful u take anything mini bar even u dont use charge best get take things u want room things,Postive
2874,impressive landmark sky good rooms course unbelievable pool issue become touristic attraction need queue everywhere behind groups tourists holiday pool course crowded daily people taking selfies queues breakfast diner impressive certain time really lacks personalized service price,Postive
2875,stayed one night really enjoyed pool pretty crowded especially around sunset people wanted get photos nevertheless beautiful view really enjoyed stay,Postive
2876,stayed night celebrate birthday wedding anniversary wait check front desk staff professionalism friendliness made already great impression start delighted see room nicely decorated towel swans flower petals room spacious clean housekeeping met corridor always greet us smile fact every staff interacted professional awesome time infinity pool great view felt water cold thank mbs memorable stay,Postive
2877,stayed nights level city view room main reason experience infinity pool worth every penny spent highly recommend going first thing morng watch sunrise jacuzzi take city views gets brighter pool also get night swim experience quite different morng everything not expected room very spacious comfy bed great toiletries amazing room service room dining arrival didn get till close midnight service impeccable last night explored hotels shopping mall gardens museum absolutely amazing definitely,Postive
2878,picked driver take airport asked thought stay told would never stay place no class told nearly every person picks comment place expensive room small compared hotels went breakfast adrift first morning agreed food very ordinary asked eggs benedict provided eggs norwegian eggs obviously prepared much earlier not properly defrosted still partially frozen indicative every thing place skypool accomodating many people uncomfortable pool many,Postive
2879,stayed nights one best experience ever sky park awesome experience very popular very nice spacious room right opposite garden bay view room breathtaking connected marina mall enjoy amazing shopping experience overall stars place,Postive
2880,good choice stay marina bay sands go very luxurious rooftop infinity swimming pool see beautiful views swimming garden near rooms marina bay sands feels great main lobby big shopping centre go must try food very delicious got almost everything want reflect laser lights sky night want take good rest should go,Postive
2881,money definitely go experience mbs not go wrong small wonder many regard best south east asia highlight infinity pool breathtaking view experience though little crowded times,Postive
2882,recently stayed nights honeymoon visiting city break looks amazing outside inside rooms huge beds comfortable very good condition lucky get city view amazing infinity pool also well worth stay however star lacks star service moment got cab gentleman grabbed bags said would take rooms star hotels complimentary price not lucky spotted small sign near valet desk says charge someone take bags politely declined people probably missed sign got hit,Postive
2883,life time experience totally worth superb room amazing furnishings elevated appliances amazing view infinity pool great view die day long food amazing everything really point never forget place staff really friendly special thanks mark bell man,Postive
2884,incredible experience marina bay sands best ever stayed life comes price though planned stay night deluxe room unfortunately cannot comment room upgraded free presidential suite felt like celebs room views breathtaking best say hardly left room entire duration stay head pool equally amazing know pricey say experience,Postive
2885,air con rooms faulty led uncomfortable nights sleep plus much vaunted infinity pool stone cold overall physically cold soulless mega not worth premium luxury shove far comfortable better value money stay holiday inn orchard centre beforehand,Postive
2886,not stay wanted enjoy view stunning building night go tower three head th floor cocktail amazed views nighttime drinks expensive something don everyday well worth experience service good very friendly views outstanding closed area cannot access pool area see,Postive
2887,great time swimming infinity pool friends enjoyed jacuzzi city view breakfast dinner awesome complimentary toiletries good lastly attendant gracious warmth definitely worthy experience share friends love ones explicit wants visit,Postive
2888,main lobby go straight tower decided buy cé la vi voucher sgd spend voucher buy drinks food bar instead buying sgd observation deck bar also located rooftop choose sit city view sea view chose city view grab couple drinks took photos move area sea view didn buy anything went see view think dresscode smart casual maybe rules held event don think dresscode choose buy tickets observation deck though,Postive
2889,wow wow wow place amazing arrived budget one night goal swim pool top marina bay sands complex checking online learnt guests allowed swim pool find way arrived calvacade ferraris front door looked amazing proceeded check per night room third floor clearly rooms priced based level didn care wanted see pool first thing head roof get swim amazing pool much never seen shipping dock like one crazy amounts container ships,Postive
2890,stayed one night family vacation really great time rooms very comfortable staff incredibly polite accommodating multiple rooms requested could get floor staff definitely helped us got us rooms next view rooms overlooked super trees spectacular used swimming facilities explored inter connected mall well breakfast buffet something else entirely tons choices accommodate everyone very happy stay,Postive
2891,seen many friends taking pictures mbs infinity pool uploading social media thought would one overrated things decided give go anyways boy glad views amazing highly recommend jumping infinity pool daytime nighttime very different price might very special occasion longer stay country infinity pool,Postive
2892,stayed stay cation wonderful time room spacious great view super trees harbor real highlight rooftop infinity pool iconic tourist photos,Postive
2893,standard star world really interesting place views specially rooms top building pool located must,Postive
2894,stayed three nights whilst celebrating birthday amazing incredible views room gorgeous huge bath separate shower large room everything need perfect base attractions very busy smoothly run downside torrential rain decided appear morning went upstairs pool still loved,Postive
2895,thrilled view service perfect people happy amenities very good worthy bars rooftop awesome visit place,Postive
2896,not matter long must visit looks magnificent distance gets better get nearer pay go roof gardens view well worth every penny went sunset benefited day light evening views unfortunately residents allowed pool area walk way around caffee get view due curved nature viewing platform very good place watch evening light show marina botanical gardens although not get hear music also worth spending time atrium free walk,Postive
2897,stayed day great time although large busy staff always helpful service impecable view pool deck stunning especially sun sets city rooms very well maintained room staff great job,Postive
2898,stay many many times since open never swim invinity pool traveling solo family kids tons activity fullfill needs let say cater every need staff friendly dedicated guest last last visit found staff fluent mandarin poor english no big deal since planty staff cud assist cud tourist mainland probably highest visitor thing may international star diamond status may could something tourist group non guest calm not shouting since really bothering guest minor,Postive
2899,check very busy took mins time staff provided free ice cream waiting guests entrance large clean sky view rooms tower views city amazing could watch min marina bay night time light show perfectly room rooms large comfortable beds toilet clean good powerful shower infinity rooftop pool amazing spectacular views very busy saturday sun loungers difficult obtain not early plenty rooftop bars poolside service food drink poolside burgers excellent restaurant menus limited food overpriced opinion skywalk brilliant views city marina bay rooftop bars night,Postive
2900,many times visit restaurants marina bay stayed time well worth business lounge fantastic afternoon graze drinks back rooftop lounge great unwind,Postive
2901,very expensive worth money one night could experience wonderful amenities facilities offered able walk shopping mall great meal many restaurants cafe infinity pool spago breakfast one highlights,Postive
2902,try swimming roof top infinity pool view surrounding skyscrapers best time try opens lucky may minutes roof top best place breakfast superb range food offer gentle breeze dinner try fine dining restaurant also roof need book advance probably best food ever tasted rooms superb also big shower heck drop window fabulous experience stay not cheep,Postive
2903,stayed three nights really nice experience expensive people working reception restaurants really friendly attentive food ate really good rooms clean seems bit old maybe need refurbishing soon great stay would definitely stay negative thing felt overcrowded really touristy,Postive
2904,marina bay sands amazing right marina stunning view infinity swimming pool not disappoint rooms elegant property amenities top notch attached casino mall great places unwind grab something eat spend winnings visiting night marina bay sands must,Postive
2905,stayed hotels around world marina bay sands best not very best spent days wedding anniversary first trip moment stepped taxi greeted made feel welcome certainly impressive size design iconic building right marina bay arrived around pm check swift efficient luggage arriving room shortly booked premier room view gardens bay room spacious comfortable immaculately clean bed fantastically comfy bathroom great amazing views balcony great restaurants rise,Postive
2906,sg mom birthday decided stay mbs one night even though rate per night expensive surely lived reputation very luxurious clean although bit crowded check staff very hospitable offered lot snacks drinks waiting upgraded premier room harbour view another bonus stay highlight though infinity pool th floor view night morning very memorable,Postive
2907,many people pointed massive tourists come china also indonesia increasingly india probably normal period would given stars long weekend china fully booked positives location bay garden stunning rooms modern spacious functional loved breakfast spago th floor outside service good negatives very crowded didn even want try pool also breakfast queues not acceptable level easily imagine great family children next time try fullerton bay,Postive
2908,almost didn book heard super touristy yes doesn detract offers glad stayed facilities rooms staff afternoon tea pool amazing plus much close botanical gardens must see close bay oh light show puts every night fantastic would go back,Postive
2909,give one slight disappointment upfront sky pool overrated went picture took left pool gets very crowded hard get sun bed expect big everything else awesome rooms nice spacious staff very friendly helpful times restaurant choices vast every intention eat always stayed lavo highlight stunning views stunning views very friendly staff definitely back,Postive
2910,marina bay sands not marina bay one cleanest toilets ever seen apart ones changi airport home kudos cleaners,Postive
2911,marina bay sands beautiful complex not missed iconic skyline architectural marvel environmentally sustainable features advanced design concepts infinity pool th floor view skyline complex houses theatres world class leading entertainment destination stars come play besides shops around complex caters late night shopping day week shoppes marina bay sands largest luxury shopping malls find refreshing mix international luxury brands emerging labels runway street style go gastronomic adventure exciting lineup dining options ready whet appetite,Postive
2912,mum stayed marina bay sands mbs week ago reflection feel disappointed prior arrival emailed mbs confirm check times booking confirmation conflicted one document saying pm others saying pm told email reply pm also asked use shower facilities check late flight home told could use showers gym arrived pm lobby surprisingly quiet considering guests check pm check experience felt rushed impersonal instructions regarding wifi check process very rushed asked shower facilities post check told gym refurbished,Negative
2913,stayed girlfriends nights grand club room love stay club extra treat club facilities good not fantastic unfortunately no dress code apart not allowed wear robes swimmers gym gear lovely get dressed drinks people allowed wearing shirts thongs shame ruins ambiance place not fault food drink service staff remembered names views th floor spectacular get bit noisy crowded times making little less special would still return,Postive
2914,minute stepped mbs treated like royalty greeted someone guided us vip check desk check very quick efficient room even ready us check pm ahead scheduled check time pm would recommend trying check early make use facilities spotless goes rooms taken back walked room amazing size room bathroom amazing views toiletries provided little touches towel decorations housekeeping staff made definitely one best hotels stayed main reason chose stay,Postive
2915,actually sticks wanted allude american expression uses another similar sounding word negative connotations instead ship outside marina bay sands architectural icon truly unique impressive sadly stops comprised three towers support impressive ship like structure massive infinity pool several bars restaurants observation decks unfortunately every time tried visit restricted guests room key card two need key packed chaotic perhaps use key requirement try keep crowds doesn work no ambiance unless enjoy,Postive
2916,coolest ever stayed room very very clean nice amazing city view infinity pool worth visit would defonately stay visit love every minute stay,Postive
2917,absolutely loved stay marina bay firstly room amazing huge amazing view merlion park bathroom gorgeous lovely bath tub view gardens bay infinity pool amazing absolute picturesque night guest visit sky park no extra charge view breathtaking lights night stunning would defiantly recommend spend least one night,Postive
2918,boyfriend rounded year travelling treating suite marina bay sands arrival shown private check lounge save queuing upgraded next level meant ended huge room balconies overlooking bay even pool table loved pool deck relaxing day night view spectacular swimming high little surreal nice jacuzzi tubs soak well busy time whatever time went always managed get sun lounger also made use lots restaurants bars wonderful well worth paying extra money get afternoon tea cocktails,Postive
2919,another level entirely aren enough stars diamonds rate magnificence place everything top notch service rooms dining options entertainment gardens pool list goes not like city within sits top mall casino world largest highest infinity pool very top not mention gardens literally look like world pandora avatar right outside rooms incredible views rooms list goes incredible luxury although come steep price worth experience,Postive
2920,spent couple days stayed results always great located within marina bay not cheap means offer lot destination location doorstep very nice rooms services wonderful unique roof top deck spans across three towers views unequaled city great food choices within complex even within steps really like cut wolfgang puck michelin star rated restaurant lobby common areas great really nothing negative say sands built great resort,Postive
2921,marina bay huge modern beautiful setting booked upgraded put smoking room error rectified problem moved us another non smoking room gave us bowl fruit chocolates apology great course pool amazing get very busy difficult swim people pool taking selfies staff friendly helpful breakfasts amazing very easy get around mrt very close,Postive
2922,wife along another couple uk fabulous enjoyable stay everything perfect great service beautiful property good food etc looking forward return visit children,Postive
2923,well planned vacation stay marina bay sands daughters th birthday check smooth get early check busy day took room th floor view harbour excellent room really large compare hotels room services excellent infinity pool th floor amazing experience even though dont swim much restaurants amazing initially thought would expensive surpise fine charged star hotels would lavo place celebrated daughters th birthday food excellent overall should not look money spent rather,Postive
2924,wanted see stay pool arrived noon went pool could no get seat anywhere hitting pool no way overcrowded tip early night wake first pool nobody till watch sunrise pool shower breakfast tick bucket list priced rated well worth pool,Negative
2925,let make short no place like marina bay sands infinity pool would quick swim stunning view skyline place complete blast hospitality wise big big rooms big bathrooms big lobby big restaurants certain feeling number among numbers hey expect,Postive
2926,price paying beautiful room good service central location comfy bed infinity pool facilities amazing views find something worth money cross things list sure want place throw money away,Postive
2927,treated night birthday certainly enjoyed stay rooms large very comfortable everything one could need view gardens bay amazing rooftop infinity pool stunning amazing views city drinks very expensive one would expect check fairly quick staff friendly efficient helpful,Postive
2928,saw best hotels world tv stay not disappointed very expensive rooms high tech big amazing views room looked light garden plays twice per night go botanical garden closer look massive huge mall open night three towers upon check offer water ice cream nice touch sky deck rooftop pool like no amazing constantly cleaned never problem getting pool chair poolside service top notch great drinks limited food options many places eat nearby,Postive
2929,excellent view wonderful service great rooftop pool verry clean highly recommend place stay easy access tourist places staff helpful ready explain every single question asking definitely stay next time welldone,Postive
2930,incredible great views connected huge shopping centre multiple food choices ranges low high price focal point outstanding view city,Postive
2931,husband stayed mbs night price actually extremely expensive honestly like room basic bed bathroom bed comfortable bathroom spacious equipped enmities no complaints connected mall hence easy look dining places highlight infinity pool overlooks whole city located th floor lounges th floor lavo spago ce la vi overall staying mbs lifetime experience sake,Postive
2932,excellent service cleanliness view room incredible highlight access pool area very busy brilliant booked restaurant room not disappointed,Postive
2933,excellent super star staff reception took minutes turn came checked check pm checked pm no way stay restaurant tasty location near every thing walkable connected big shopping mall exciting top floor deluxe room unbelievable top roof huge swimming pool amazed beautiful skyline ocean view top wooooooooow thanks,Postive
2934,watching netflix segment amazing hotels mbs wife determined experience mbs united offered great price nonstop couldn resist booking trip absolutely expectations exceeded almost every way truly amazing staff overall very accommodating one issue management apologized bottle champagne rooms outstanding suggest asking bay side view without doubt iconic swimming pool quite thrill restos bars good shopping better best vegas offer thank mr adelson creating lifetime resort property,Postive
2935,great vacation together family first time see experience famous infinity pool get room excited go swimming not aware need card enter mother quite old cannot enter coz short card spoke staff gate allow not swim get room number verified allow us moment really happy overwhelmed kind gesture super thankful staff course get name thank james giving us opportunity enjoy pool family kids thumbs,Postive
2936,true great very expensive standard cocktail beer pool amazing get unless staying really don cater don eat meat vegan plant based sadly no chance asia built meat dishes try explain plant based get strange look great bangin pool prepare go hungry,Postive
2937,remarkable architecture offers magnificent views rooftop rooms higher levels however nothing special rooms levels standard star room without views traffic noise room us located garden side rooms highly overpriced complimentary internet slow way standard class rooftop swimming pool offers fantastic views generally crowded everything ridiculously overprized,Postive
2938,stayed four nights whilst husband conference staff pleasant enough size very impersonal pool area amazing very crowded spago restaurant excellent service great rooms ok nothing special,Postive
2939,exceptional stay orchard suite definitely impressed view stunning roof top pool world room service very professional tasty problem nespresso machine room didn work meant report checkout forgot,Postive
2940,second visit last part stay stayed majestic grandeur marina bay sands enter staff greeted helped us luggage upon entering could feel massive luxurious property multiple long queues check process very quick swift not take much time staff smiling pleasant amiable room nd floor soon entered room complete amazement huge room french window room should say glass wall provided fabulous view city room washroom also substantially big beautifully done accessories,Postive
2941,amazing worth staying however warned not anything front desk totally incompetent eight us flew australia surprise birthday marriage proposal not provide birthday request paid reinforced emails rather took upon put u marry bed rose petals unexpected couple room day arrived u imagine utter shock got not paid asked ruined weekend plans groom planned proposal stay costly mistake groom wanted put petals bed surely could done,Postive
2942,must visit infinity pool top worth hype definitely stay service excellent everyone goes way helpful bit wait check rooms impeccable very comfortable mall great additional dining options work extra calories talking walk gardens bay special thank staff pool very kind personable kept drinks flowing great job mbs afford simply stay marina bay sands,Postive
2943,many others said pool makes very grand upmarket get pay stayed one night obligatory selfies photos infinity pool good views room clean little upmarket surprised food wasn overpriced nor drinks hotels great location gardens bay activities around end also left tea really late tried find somewhere open around midnight wouldn recommend food hall one place open didn look great falling one another hangry decided go back room,Postive
2944,always impressed mbs infrastructure thought service provided slightly clinical however stay totally changed impression service provider husband fell cut hand prior arriving queuing check staff kateline see happened walk noticed asked well offered render first aid husband very impressed kateline ability spot minor injury even though don need first aid superficial wound furthermore kateline noticed year old son getting restless check process proactively distracted handling check administration timely intervention,Postive
2945,spent first days day family holiday marina bay sands nice particularly rooftop pool location far ideal location means severely restricted food options means price high variety limited gardens right next door personal recommendation head orchard rd base travel via highly efficient mrt rail system take tourist sights gardens santosa etc,Postive
2946,yes very pricy honestly one time stay good enough one largest ever stayed yes expect crowds fortunate get check lounge faster places choose breakfast large pros great location infinity pool skypark shopping mall within access merlion minute walk away fast checkin lounge said tower breakfast ground floor best options cons get ready crowds everybody always going infinity pool skypark go regular check wait time could minutes,Postive
2947,wonderful view attentive staff definitely returning went spago ce la vie food drinks bit pricey experience well worth definite must see anyone visiting,Postive
2948,expensive book prices change everyday worth surprised tho paying much even wifi not fully available hrs lol booked purely pool views amazing room overlooking gardens bay bonus could watch show,Postive
2949,first time visit marina bay sands very convenience location many choice food restaurant stay room sea view staff friendly shortfall podium downstair quite noisy noise thru maindoor overall very good experience recommend everyone,Postive
2950,praise enough wife stayed days orchid suite wonderful time marina bay sands possibly greatest place ever stayed check check marina bay sands supplied endless perfection feel everything thought everything brilliant leave wanting stay nights stay amazing amazing city,Postive
2951,stayed tower day honest like like everyone else check infamous pool pool completely amazing btw lifetime experience able check early thus enjoyed pool midday quieter people haven checked yet sunset pool extremely busy people stay pool expensive stay enjoyed time rooms large modern well cleaned nothing special good hotels similar standard ask room overlooking gardens bay much better view really busy way don like avoid would love stay couldn justify check pool,Postive
2952,first time visit impressed architectural design building reception busy people waiting line get room managed get early check very polite staff reception room huge very nice view garden go pool sunset entrance managed attendant remembered name james very friendly polite accomodating greeted smile quite busy moment managed relaxed view observing staff walking clearing towels left guest give way guest well nice food enjoy dinner sea blue definitely comeback,Postive
2953,visit best experience ever stayed many luxury hotels everything inside could stay week without needing get enjoy gardens beautiful food excellent pool greatest pool world,Postive
2954,returned room discover left phone table roof top restaurant thinking gone good returned restaurant check delighted find mr jeet mr gavin security recovered upon returning following evening took time observe regiment provide not standing walking around very high observation mode checking looking relentlessly assure comfort safety customer lucky duty thank,Postive
2955,book one night stay husband son wanted experience good property very impressive rooms decor pool rooftop amazing views fantastic booked stay one half days paid second half day departing pm room never serviced considering heat fact th used pool really inconvenient mentioned checkout nonchalant room view city room well equipped view worth upgrade lighting bit complex could not work breakfast room good not excellent means not forget anything pool roof deck not really,Postive
2956,very impressive room extremely comfortable great house keeping lovely views room breakfast included every morning great wide variety food roof top pool lived expectations staff very friendly helpful fabulous location close restaurants nightly light shows casino shopping disappointment sunrise yoga not value money unless want pay see sun rise top maybe ok not experienced yoga yoga instructor found actual yoga experience not enjoyable satisfactory overall would recommend memorable stopover,Postive
2957,came birthday celebration enjoyed time pretty busy check upon arrival someone assisting us go check line long operators counters use not take long us checked room ready early able head straight away room level overlooking gardens bay harbour very clean lovely views infinity pool level highlight stay highly recommend swim sunrise day night fabulous photo opportunities perfect way cool breakfast little pricey expected place like mbs wide variety food drinks available breakfast wasn disappointed,Postive
2958,staying nights ramada last night booked marina bay sands families booked normal rooms time check didn tell us room number person guided us rooms told us upgraded straits suite opened suite awesome awesome surprise like whole big suite two bedrooms one guest room personalized gym massage station karaoke room big living room big piano kitchen top th floor floors till time checked awe suite favor done us looking cost suite etc showed family members phone,Postive
2959,say omg towers connecting amazing sky roof pool lower level shopping centre even roller skating rink gondola boats many upper class shops restaurants well restaurants roof good family very busy,Postive
2960,room spacious room service nice thing don like go eat breakfast queue wait maybe singaporeans thing infinity pool not overrated really awesome,Postive
2961,lovely stay marina bay sands check check everything simply smooth flawless husband th birthday made best decision celebrating iconic booked basic category room city view little sceptical view would get entered room awestruck truly amazing could sit hours hours together near large wall wall window gazing beautiful skyline famous bay area beautiful view room located th floor guess whenever coming next would request give room rooms pretty huge size decent interiors good size bathroom basic category rooms,Postive
2962,boyfriend final destination day asia trip stayed two nights pan pacific nearby decided treat final night late checkout marina bay sands booked well advance via website got also booked late checkout email got settled quickly without issues aware not allowed use pool checkout since late flight around midnight wanted make use long possible late checkout pm pay night leaving pan pacific wondered foolish really happy soon got mbs new made right decision,Postive
2963,decided stay marina bay sands really infinity pool roof view check simple got small free upgraded room room th level large view gardens bay pool great not crowded think rooms day night views different feeling also try free spa opposite pool feel bit cool dip hundreds shops couple food court within walking distance advise take grab taxi merlion km walk high humidity,Postive
2964,family days wasn enough completely exploring one finest different cuisine visit casino lobby time garden bay spectacular stayed family room spacious breathtaking view try eatery called gastronomia marina bay sands really good,Postive
2965,room huge main bedroom entertainment room beautiful view city bedroom nice separated bath tub shower area large bed small sofa room really comfortable view magnificent complimentary breakfast club nice english buffet breakfast access infinity pool complimentary well whole view available must go coming,Postive
2966,well even working abt years honest first time visit marina bay mean go inside building decoration actually simple architecture simple nice less try visit swimming pool next time,Postive
2967,reason stopped use infinity pool get photo expensive probably better value hotels very nice easy check first visit put us high floor great view gardens room large comfortable nice bed quality bathroom toiletries robe decent slippers everything would expect however very expensive eat drink not bother apart snacks nibbles pool great location sights city sight seeing bus stop,Postive
2968,thrilling spend night iconic due exceptional architecture location arrival stunning unfortunately victim success many noisy crowds tourists guests everywhere big groups delegations shouting taking pictures don make feel vip room comfortable squarish design very average contrasts exceptional architecture view sea nice couldn stay terrace due noise highway passing presume bedrooms view city better point breakfast great course infinity pool highlight experience,Postive
2969,stayed nights marina bay sands may premier garden view room number facing gardens bay view absolutely perfect private balcony very efficient lifts within tower room located main top class point course world famous roof top swimming pool th floor pool gives amazing view not giving view gardens bay water not cold inside pool notice amazing things always people around pool almost attack early morning late evening not expect quite peaceful relaxing times second amazing point number people making,Postive
2970,attended oracle code event may mbc aka marina bay sands accommodate attendees across multiple halls great wifi connectivity well extent session youtube moment conclude overall good experience adjacent mall restaurants river etc arguably star asia privilege mbc infinity pool one popular activity guest,Postive
2971,very good aspects infinity pool th floor awesome very good american breakfast staff very friendly very clean room friendly staff exceeded expectations stay,Postive
2972,extremely busy thousands guests service good slow best thing infinity pool roof fantastic time very crowded good location,Postive
2973,staff very accommodating property very very big caters conventions tour groups however very convenient connected skybridge exhibition hall business club level lounge extremely crowded days tourists baby strollers nice feature go two main lobby restaurants breakfast rather sit overcrowded lounge housekeeping excellent well done overall great like big,Postive
2974,awful welcome front door set scene better reception plummeted roof pool alas reflected quality finishes poor suited sleepy bar vegas guess big hotels aren thing one night ok photos infinity pool highlight rooms good size badly finished,Postive
2975,fabulous check experience kiwi receptionist managed give us room upgrade requested city view room upgrade premium late check greatly received stayed one night main reason iconic infinity pool overlooking not disappoint treated tourist activity pool fabulous location perfect make sure go see light water show plaza rivals bellagio dubai fountains addition lights roof top trees light gardens bay room lovely great view water city floor ceiling windows staff friendly polite,Postive
2976,don knoiw many hotels resorts world travelled countries world think marina bay sands mother beauty real relaxation spoke,Postive
2977,ok reviews previously mentioned very large beautiful yes infinity pool magnificent atrium rooms large comfortable bathroom views die paid premium price one night stay around usd night heres happened infinity pool next us very nice caucasian couple along comes waiter asks would like drinks food declined went waiter without even asking us whether wanted anything observation waiter seemed target caucasian guests went cafe next spagos approached ladies entrance busily chichatting even though,Postive
2978,skypark pool attendent kelvin very initiative help find available sun bed pool crowded never give find very friendly good attitude greatly appreciated excellent service guest going extra mile within job scope keep good work thank,Postive
2979,staying marina bay sands always bucket list experience not disappoint arrived around pm friday short wait check allocated premier twin room low floor overlooking shopping center city room large adequate space two people wish splurged higher floor view since going one night not find additional cost necessary bathroom decent size though found peculiar bathtub located inside shower bathrobes slippers provided necessary toiletries getting settled room first stop legendary pool quite packed pm,Postive
2980,tourist attraction day arrive lot people lobby bit stressful ok rooms really good cleaning service well facilities theres lot good shops building also impressive casino visit although don play famous infinity pool really good funny one thing take care saw guests ordering food eating next water saw accidentaly guest throw lot french fries water really disgusting please don serve food area shame,Postive
2981,friendly superprofessional staff modern futuristic facility excellent location including nearby garden bay merlion mrt station good starting point excursions great restaurants amazing infinity pool definitely worth price paid strongly recommend gladly come back,Postive
2982,sold promise luxury received ordinary room large little no thrills room communal areas staggeringly extraordinary shopping galore casino no draw sky deck misnomer sky park infinity pool guests definite draw come away feeling swim surely should guests perhaps discounted entrance conservatories park would start well positioned wonderful gardens bay room th floor fantastic vista harbour roads electric trees televised bill break confusing delivery another guests luggage worrying although got,Postive
2983,whilst visiting afforded one night treat city view orchid suite breakfast cost hefty gbp say excellent views fabulous furnishings accomodation fantastic room service excellent served smiling happy staff dining area food excellent hot well presented bath faced sea shower size could hosted party electric curtains blinds not disturb signs made effortless stay toiletries towels abundant hard find complaint suite room service except downs check sands lounge encountered very bad mannered young lady didnt understand automated numbering system,Postive
2984,booked premier gardens side room provided room th floor superb views gardens bay infinity pool amazing also arrival congratulated staff celebrating wedding anniversary good gesture provided gms cake awesome stay highly recommended,Postive
2985,step inside new level excellence beautiful spacious lobby organised quick personal check skypark lv beautiful amazing husband enjoyed three nights march level view gardens bay stunning don need high fantastic view room costs extra spent lot time pool could enjoy view gardens city port speaking pool amazing met travellers stayed another come bay sands one night could enjoy pool dined two hotels restaurants see reviews fantastic lobby bar cocktails,Postive
2986,excuse attending conference gave option choose thousand hotels one no contest iconic landmark designed take closer god indulge excellence though expensive side not worth book week ponder blessings life showered rooms facing gardens better side infinity pool cherry top,Postive
2987,home amazing architecture mainly modern forward thinking no different see almost anywhere infinity pool top spectacular although water little chilly stars best quality room service ever arrives hot very gourmet choices rooms well laid lots space clothing modern spotless bathroom room queen beds view th floor looked ocean gardens bay hundreds ships waiting loaded unloaded found fascinating not everyone would given least c humid everyday lot shopping eating found underground malls marina bay connected,Postive
2988,scary traumatizing experience us newly wed couple places venue got married less hours ago worry safety privacy staying bridal suite room th may th may person intruding suite room using master access card person not press door bell knock door even identify simply entered room without notification shocked shouted person explanation given person checking mini bar real intention intruder still unknown not ruling possibilities theft well response complaint managers could not explain clearly person entered,Negative
2989,brief stay marina bay sands celebrate honeymoon completely taken care hospitality beyond expectations stayed bridal suite breathtaking views room made beautifully designed memorable us big thanks wangelin sum fabulous host husband samantha goodrich,Postive
2990,stayed kids staying another city unimpressed standing lobby waiting check hour check minutes lifts busy nice without soul personal touch rooms nice big would not go back even kids not impressed wanted check earlier should tell lot tower entrance staff not helpful check people family including kids several pieces luggage handled along trolleys asked help one thing said busy staring shocked attitude,Neutral
2991,arrived early able check immediately handy know room isnt yet ready provide pool sundeck access pass able use facilities entrance room rewarded fantastic view wont ruin surprise infinity pool amazing never appeared crowded poolside food good overall cleanliness tidiness brilliant cant wait stay worth every penny,Postive
2992,stayed one night beautifully appointed suite must thank premium services team making stay extra special memorable thank particular jasvan joanne accomodating requests providing extra touches make proposal special greatly appreciated early check late check complimentary amenities well upgrade keep good work,Postive
