,Review Text,Polarity_Rating
440,Well start arrived Mumbai Airport luxury car pick course pre booked driver pleasant person car clean smelling nice arrived hotel really early morning knew check time much later receptionist received us warmly welcomed us traditional TIKA garland authentic management apologetically told us check time much later knew even told us dont breakfast prepare room anyway decided walk around hotel see hotel busy apparently wedding season newly married couples despite full breakfast on…,Positive
441,beautiful comfortable stay good service food good location good staff good cooperative room good nicely done restaurant good,Positive
442,one night stay Taj whilst transit Mumbai short 25 minute drive airport check quickest smoothest Ive experienced long time room sea view spacious nice large bathroom separate shower bath finished room quite nicely Coffee making facilities hand complimentary bottled water short stay spend hours pool small split adults pool childrens pool Plenty sun loungers staff around area attentive needs area complimented well maintained gardens give little oasis middle busy city Would recommend hotel Yes definitely,Positive
444,luxurious scenic views Arabian sea Sea Link Bridge Food also good breakfast spread indeed fabulous Stayed 2 nights official visit Felt like resort crowded Loud Chaotic typical Mumbai Looking forward staying,Positive
445,many years spent beginning month India Lands End Mumbai always excellent service food never doubt Taj hotels home India,Positive
446,Stayed conference Mumbai impressed facilities grandeur property overlooks sea link rooms well appointed staff warm courteous interiors done beautifully one impressed observing lobby area,Positive
447,Amazing service amazing Hotel location spectacular Lands End sunsets evening short stroll across road service hotel exceptional recommend early morning late stroll along waters edge may spot Bollywood star 2,Positive
448,provided many reviews Hotel everyone knows good review team looks like family time 1 Sebastian Housekeeping knows exactly need room right dehumidifier places room arrival time hes brilliant 2 Rupali Taj Guest Services visited personally fell ill took great pains ensure comfortable 3 Ganesh Erande Club Lounge looks every need breakfast morning guy asset organisation request difficult keep coming back hotel 4 Parveen Chander another amazing team member Club Lounge consistently…,Positive
449,TAJ another word Crown TAJ hotels hold Crown Service Food Ambience name Check quick efficient Ms Prashansa clicks guided room clean well done breathtaking view sea Sea link quick breakfast delicious large spread Retiring rooms decided visit lounge time lounge superb view 21st floor breathtaking One could see sea infinity time passed cups coffee juice lounge managed Rochelle Vikeshu saurabh efficiently manage lounge provide service smile evening happy hours 18 20 hrs are…,Positive
450,member Taj Innercircle always cherish celebrate family events Taj third family stay last 2 years though official meetings stayed several times family much fascinated Taj brand hospitality provider,Positive
451,Superb calm place spend time especially pool side Cafeteria Vista Nomad Superb places chill go family feel rewarded ambiance smart ethnic,Positive
452,Hospitality extended duty manager Ronit amazing helpful prompt sure asset company house nomad amazing told till 4 got shut 230 overall gud experience,Positive
453,Fantastic Room Service n Hospitality 2nd time enjoyed stay really want visit family breakfast really wide spread celebrating Bday decorated room added cake,Positive
454,Taj Taj courtesy properties services ease reservations go Yes say may biased towards Taj Indian find faults impeccable service Right Airport pickup received Hotel foyer checkin escorted room restaurant booking food customisation dish according taste Tajiness way Said still scope improvement 1 persons escorting Guests explain features room thoroughly especially electrical switches 2 Housekeeping sensitised fact room booked two persons Toiletries two persons that…,Positive
455,Taj lands end never ceases amaze us grandeur amazing hospitality seen hotel grow thrive leader ship Mr Parveen Chander Kumar staff best hospitable rooms clean tidy Nothing beats Taj hospitality One best staycations,Positive
456,lived Mumbai years eaten many late night meals Taj Lands End never chance stay cannot comment rooms mine perfect smoking room wasnt thrown corner floor one spectacular view night day check swift even though weddings going guest management seamless room service food wee bit let seasoned probably poor coincidence staff helpful went way accommodate last minute requests lunch buffet extensive nothing memorable breakfast buffet much better view plush bed bath best experienced a…,Positive
458,Excellent professional safe secure rooms spacious overlook Arabian Sea Beautiful view room service dining excellent Service smile quietly efficientSwiiming pool facilities good gym working functionalSpa clean well maintained Dining buffet wide choice foods,Positive
459,Everything check Check 100 Staff always ready help smile House keeping attentive perfect works Staff Vista Prakash attentive remembers favourite table asset,Positive
460,Excellent services right form check welcoming room services Indeed great experience poolsite amazing room seaview amazing staff polite cooperative like know since long,Positive
462,Rooms clean neat decor lobby excellent beautiful rose ball vases staff welcomed us smile traditional welcome overall experience good food Vista also great,Positive
463,hotel well located clean accommodating requirements Early checkin concern hotel provided facility work onsite whilst room prepared agile service available quality service made,Positive
464,went attend Promotional event Amazon Prime Video 6th March19 saw open area Swimming Pool garden behind building first time refreshing sea breeze blowing view sea background also iconic Worli Sea Link bridge towers fact chilly sat watch event food served event also surprisingly delicious good back service open area nice environment host event marriage surprised havent seen yet Overall top class property food heart Mumbai Keep Lands End,Positive
465,Excellent stay well looked excellent service round well looked check lounge restaurants breakfast well looked transfer airport check rooms cleaned well,Positive
466,Though day pretty impressed Perry happening place tight security one feels safe Great welcome hotel short ceremony welcome drink feels refreshing Rooms though old seem ok large bathrooms Bed awesome great choice TV channels due Tata Sky HD channels Good food service Parts hotel rooms corridors need renovation Awesome breakfast good experience,Positive
467,Attended function one banquet halls Wonderful atmosphere Taj brand usual Grand Everything hotel excellent arrangements perfect food arrangement good staff true tTj good,Positive
468,went quick drink office peaceful relaxing spend 3 hours alone couldnt believe Good ambiance Good food Good service Helpful staff Value money,Positive
469,Stayed one night customer service excellent starting Check till check used banqueting services experience awesomeGreat view rooms rooms clean thr right temp setting room,Positive
470,would call typical couples trip first stop two nights wanted good location good amenities good service hearty breakfast knowledgable staff received property Firstly hotel amazing location 20 minutes Mumbai International Domestic airport us important Mumbai traffic insane best time trying get downtown long flight arduous Secondly hotel situated front BandraWorli sea link means get South Mumbai rapidly needed booked club package includes suit one way transfers afternoon tea club lounge access worth it…,Positive
471,Getting Hotel Airport got prepaid taxi outside airport terminal building paid INR 410 nonAC taxi transfer hotel took 20 minutes Checkin Room visit India visited Mumbai 3 times check time handled efficiently Amir Khan Although hours earlier normal checkin time allocated room fairly quickly either offered complementary teas coffees breakfast rooms well located good size quiet clean comfortable ensuite bathroom good size shower hot powerful free WiFi areas hotel except pool area good Many thanks Mohan room cleaning Location hotel located…,Positive
473,love hotel time stay hotel also meals restaurant hotel booked time ever come india unfortunately refuse drop airport,Positive
474,Though short stay comfortable stay Thank entire team Taj Lands End room spacious comfortable usual Unfortunately didnt get time dine restaurants,Positive
476,Pros Lovely view request sealink facing sometimes sea view bit gloomy pool area lounge around number restaurants dine asian indian continental Location near Elco market autos located outside main gate peaceful stroll promenade morning Cons stay youre planning spend whole lota dough,Positive
478,business pleasurethis hotel close many things yet little oasis overlooking sea staying Mumbai Taj hotels particularly Taj Lands End wish one person thank harmonious team almost never write review long really owe Taj Lands End management mentioned unmentioned team members great service makes come back property Actually checked last night colleagues executive team US 12 hours later almost experienced including named people saw video played checking room late founder Mr Tata us…,Positive
479,stayed Taj hotels people Taj Lands End make hotel stand others booked club room service support staff looking us unbelievable Everyday would find little touches really impressed us husband running low shaving foam staff saw left new one basically identified needs even also gifts flowers left room staff staying became unwell change return flights support service everyone hotel really outstanding Everyone genuinely cared wanted help absolutely nothing much recommend hotel highly…,Positive
480,pleasantly greeted entrance shown front desk Checking breeze staff friendly polite courteous well decorated lobby booked room club floor Room spacious well appointed Room amenities toiletries adequate Unfortunately quite sandy dusty blackout curtains slight disarraythey hooks Didnt realized till next morning noticed light coming brought issues staff club floor solved time got back days activities Mumbai Fantastic Housekeeping efficient friendly ever smiling Concierge excellent Entire staff encountered were…,Positive
481,Taj Lands End amazing property equally astounding location famed Taj hospitality full display Tried hard couldn’t find single fault service amenities Vista restaurant offers amazing food enchanting view sea Definitely place,Positive
482,you’re work arranged stay go Rooms comfortable breakfast buffet sorted Didn’t time review property detail would definitely love come back,Positive
483,colleagues travelled Delhi work dining experience rest Vista nothing less unique Homely enjoyed lunch buffet welcoming overall service made Manager Satvik Handa left stones unturned make happen charming kind got chef Prakash come table get us options buffet also along Akshaybut loved salad spread Wud surly visit soon travellingKeep taj Cheers,Positive
484,Value money stay Got 2 Category upgrade without even asking Wedding Night stay really enjoyed hospitality offered Staff Property Amazing View Arabian Sea also opt dual View sea link Arabian Sea get,Positive
485,Professionalism maintained staff every level every staff member trying best make stay memorable Realized witnessed Taj known best host Looking forward experience,Positive
487,Thank u Taj wonderful hospitality staff service prompt indeed awesome Loved area view room say WAH TAJ WAH would love keep visiting mumbai stay hotel,Positive
488,Lovely hotel cannot get piping hot cup tea breakfast wait eggs long footfall enough lifts wait ages lift room Showed manager breakfast amount black dirt wood attached back wall restaurant near kitchen Came breakfast next day still wiped cleared disappointing hotel standard photograph required Arranged breakfast departure given ready waiter Jude amazing breakfast humble polite respectful went way help guest Well done Jude,Positive
489,property Taj famous locationdue proximity many Super Stars many better Hotels one Aamchi Mumbai perhaps none matches Aurait due perfect location facing Arabian Sea view n celebrities moving around n GymRestaurantsoverall ur looking forward massage ur Egothis place,Positive
490,hotel situated Bandra West Mumbai shore Arabian sea room spacious including bathroom staff friendly helpful Food mediocre unfortunately dishes good tasteless Quite disappointment knowing famous qualities Indian food However large bar atrium wide selection quality beverages pool area occupied swarm crows kept splashing water swimming,Positive
491,One best Hotel ever Friendly service feel like wanted guest clean room nice bar touch India far Airport crowded,Positive
492,greeted friendly helpful front desk staff even escorted room House facilities clean Housekeeping staff friendly Check breeze hotel even gave token appreciation thoughtful,Positive
493,decided spend weekend getaway daily grind one best decisions taken called inform would checkin late night impressed asked would like something extra checking late CheckIn breeze Guest Relationship Executive ushered us room room spacious needed amenities Bathroom surprise plenty space designed Room Late night could hardly check view morning view ocean calming effect TV adequate screen size heartening pay channels subscribed whether premium sports channel news channel beds nice and…,Positive
494,amazing service quality beyond comprehension tight time schedule assignment deadlines established Harvard Business School Taj knew likes kept Infact noticed preference black coffee shot espresso never repeated every time asked coffee overwhelming stay experience Thank Taj Vijay Emmanuel,Positive
495,Food excellent specially breakfast Indian Thali Masala restaurant Washrooms Towels old replace looks like using long time Also toilet sheets comfortable sit Thanks,Positive
496,Taj Lands Ends Hotel Mumbai one best hotels ever stayed great range dining options wonderful facilities including superb pool sun lounge area extremely comfortable well equipped rooms It’s great location quality service brilliant staff truly exceptional Definitely hotel I’d like visit,Positive
497,Stayed Taj 5 nights attentive staff breakfast buffet amazing delicious Hotel restaurants bar wonderful Great service pick drop airport,Positive
498,staff humble helpful Location wise best Nightb view seaface great eat indian restaurantthe food excellentthe server bit confussed bringing order loby crowded loby well lit,Positive
499,first disappointed hotel didnt beautiful jasmine scent always lobby area crowdedit missing something couldnt figure lands end savaged quit quickly came back room next day find sweet bookmark placed book attention detail staff made smaller things inconsequential love Bandra option worth considering Lands End,Positive
500,stay Taj Lands End wonderful experience staff humble helpful Location wise best Food amenities best warm welcome done staff polite soft spoken staff really appreciate,Positive
501,mom wonderful stay Taj Landsend big thanks goes Saurav Taronish handled reservation took utmost care likes dislikes really asset hotel strongly recommend people going Mumbai choose Taj Landsend beautiful view time keep choosing great hospitality staff makes feel comfortable,Positive
502,really enjoyed stay Grat hospitality Taj stands visible property great food fantastic service Club floor rooms superMithilesh Baquet team exceptional service,Positive
503,amazing service excellent rooms great food overall fab experience staff attentive detail welcoming breakfast amazing lots choices hot coldrooms clean welcoming,Positive
505,great property nearest airport good location Staff quick warm welcoming pool facing room Worli Sea Link view like property welcome sweets room quotepoem next moisture bottle,Positive
506,Great customer experience Taj Lands End Mumbai staff gorgeous ambience top world responsiveness part DNA loved every second stayed highly recommend one travelling Mumbai holiday business,Positive
508,Great stay proactive service amazing breakfast variety refreshing room sea view Refreshing stay Quick check similarly check Nice lobby business meetings huge lawn connected sea,Positive
509,Fantastic best hotel Mumbai Wedding Honeymoon Night Hotel gave us Welcome surprise flowers decorated room cake wedding wishes Must say truly Memorable stay always cherish welcoming gesture lives Would highly recommend Hotel Couples share experience friendly smiling helpful staff Keep Taj Group Hotels wish many many milestones future,Positive
510,One best place Bandra celebrate family friends Great food brilliant ambiance excellent service location hotel amazing looks sea cafe rooms lobby beautifully done,Positive
511,Loved stay pleasant experience although stay short corridors room clean smelt heavenly Breakfast grand airport far hotel conveniently located,Positive
512,Taj leaves mark always Came stay back long gap service cleanliness food great stage hotel could look redoing interiors bit make contemporary whole experience greatI also attended event banquet service food great well,Positive
513,Location bandstand bandra Restaurant options hotels really good 20 25 mins domestic International Airport Rooms decent size big bathrooms old property needs little make facilities well maintained pool gym spa Room charges bit overrated according property it’s value match similar hotels otherwise it’s overall good hotel excellent courteous staff,Positive
514,location plus point One see Worli Sea Link sea view room Hotel services top notch professionalism evident check check procedures Jeeva Spa gym decent,Positive
515,lovely experience food Ming yang amazing chinese cuisine best hospitality courtesy staff par excellence coffee shop lovely place it’s treat breakfast open vistas fun nice experience,Positive
517,stayed hotel Jan 15 17 central location stay Loved bathroom facilities breakfast menu every day Overall would stay place next time well,Positive
518,another excellent stay pick ups airport without hassel comfortable rooms world class restaurants chose staff go way make fell comfortable possiblehighly recommended chain hotels,Positive
519,Great service always friendly welcoming fantastic rooms facilities must MumbaiYou regret staying Taj lands end conveniently situated close great shops tourist attractions,Positive
520,Excellent hospitality Taj everything perfect whether food room special welcome awaits checking hotel Truly Indian hospitality location good one enjoy view sea link room,Positive
521,Lovely hotel fiancee proposed 25th floor Chambers lounge Service great staff day excellent dinner brilliant returned days later spa day superb,Positive
525,hotel hands one best hotels stayed past 10 years Upon setting foot hotel one knows special place people decor service overall impression one feels extremely valued guest treated like royalty highly recommend Taj Lands End keep coming back every year,Positive
526,course expect Taj brand deliver nice room experiences particularly elevated thoughin particular dinner ordered via room service outrageously delicious good would literally fly back Mumbai eat lovely flutist lobby sunset magical Staff course outstanding,Positive
527,Experiencing Tajness every possible way Leaders walk talk every nook corner reflects touch service personalized greeting welcoming someone special Airport arrival check procedures room comfort lounge services sumptuous breakfast flavours Ming Yang Restaurant make memorable visit yet Gratitude entire team hotela delight Thank Mr Pimento raising barso much Tajness,Positive
528,memorable stay hotel enjoying famed Taj hospitality friendly service oriented attitude hotel staff amazed us Though fully booked weekend team maintained proactive approach personalised care Food options good buffet breakfast vast selection Ideally located Bandra Bandstand area great views good families business travellers alike Tips opt sea facing room higher floors,Positive
529,14 years lucky enough return Taj Lands End several times per year still Im ecstatic walk door staff hotel facilities service everything absolutely flawless fantastic Mumbai everyones bucket list Taj Lands End right beside Hope see soon Taj Lands End,Positive
530,service outstanding Particularly impressed Francis resolved problem professionalism Everything better one expects 5 star hotel Meals Vista excellent,Positive
532,great Staycation Taj Lands End Extremely friendly staff Stayed wife two kids room comfortable spacious also dined Masala Bay manager dont know name ensured amazing dinning experience extremely courteous made kid comfortableMy good experience pool unbearable stench near kids pool area evening guess due low tide sea believe pool maintenance team burn incense sticks reduce odour Also feel three attendants stationed adult pool one least kids pool know hardly 25 feet deep still one attendant would nice given jacuzzi also…,Positive
534,true elegant oasis calm class amidst chaos pandemonium bustling Mumbai refined weary traveller unparalleled sea views sea link across bay stayed 2 nights impressed first minute assured confident service impeccable quality rooms amenities genuinely delight stay well worth fight traffic breakfast fulsome ample variety options catering tastes traditional Indian Oriental Western range restaurants equally broad lobby bar supremely well stocked thirsty wide range cocktails whisky gin choices Full marks management staff high quality of…,Positive
535,hotel amazing perfect location staff friendly welcoming absolutely loved time checked till time left Breakfast delicious much choice lovely view sea facing room definitely book stay longer period time Thank staff making stay special memorable,Positive
536,hotel beautifully located sea facing room view simply amazing Rooms flawlessly maintained staff friendly travelling family staff made sure little son enjoyed stay gifts games,Positive
537,minute checked staff concierge front house helpful request meet yes smile 5 nights felt like home reviews say staff attentive slow well really think may gone another hotel find one staff wasnt ready help room clean excellent decor amenities brilliant Special mention Ritesh house Nomad service outstanding also used spa 2 occasions brilliant experience,Positive
539,per brand taj justify value money Nice gestures staff comfortable stay Excellent food Staff nice supportive Recommend Extraordinary location Excellent view sea heart mumbai,Positive
541,Premium property top line well located sea front close business hub far Mumbai Airport fan Taj Hotel Chain experience also lived toi expectations,Positive
542,Awesomely located property close Airport 20 30 minutes drive second time hotel stay wherein escorted room curious know extra mile service Saina offered room gave Beautiful view sea land reception grand tastefully done stayed night program lawn nice good spread Thank Taj pampering,Positive
543,Lovely hotel awesome view near airport around 20 mins food awesome scope improvement would faster service rest good staff courteous friendly,Positive
544,really loved time Taj Lands end complaints entire stay well what’s like hotel really nice location welcome warm checkin quick efficient room spacious nicely done great view ocean Sea Link bed comfortable bathroom equipped enough towels toiletries room stocked enough water bottles hotel really wellequipped gym good things don’t end either entire team ones front desk housekeeping waitstaff restaurants prompt friendly efficient breakfast spread huge loved options service seamless despite the…,Positive
545,staff courtesy amongst best world theTATA culture permeates throughout hotel managers totally customer focussed rare provision breakfast provision one best group,Positive
546,Food good Fun family friends time Mumbai dont know else write need jpmiles reviewing BS Idgaf subscribe PewDiePie help destroy tseries Mr Beast good ricegum ur mum gauy,Positive
548,Great service staff courtesy amongst best world theTATA culture permeates throughout hotel managers totally customer focussed rare provision breakfast provision one best group,Positive
549,Stayed Taj Landsend Mumbai India wonderful stay Taj Also family wedding Ballroom Excellent service staff Authentic Indian Cuisine available breakfast selection even went way cater individual breakfast orders breakfast menu day Rooms comfortable excellent wi fi hotel Hotel safe secure high security times well kept hotel beautifully decorated definitely stay next trip Thanks taking care guests,Positive
551,Taj Lands End continues offer great location coupled excellent services time around took Club room 21st floor greatly enhanced experience Meeting breakfast check got handled Club Floor made things convenient,Positive
552,given free upgrade Grand Luxury room appreciable gesture hotel however busy yet Service excellent Comfortable room large bathroom comfortable stay Overall wonderful experience,Positive
553,Great Hotel great location great team Definitely worth staying property stayed multiple times become preferred property stay Mumbai definitely come back given hospitality offers Great Job Team Taj keep good work,Positive
554,first visit hotelvery impressed quality food service outlets hotel Special mention Mr Naresh Manager Atrium Lounge helpful explaining various restaurants good service gave true assets Taj group,Positive
555,place beats hotels I’ve ever stayed moment arrive Taj Lands End greeted every staff member make feel welcomed want ensure stay exceptional disappoint 💕 family group 13 adults Canada visited India stayed Taj January 25 rooms clean spacious cozy extremely comfortable bathrooms beautiful modern views rooms quite nice adult children enjoyed pool area loved fitness centre breakfast outstanding range delicious continental Indian cuisine choose quality service superb also sit terrasse enjoy food outdoors …,Positive
556,It’s great location away crowd close airport rooms comfortable clean staff nice friendly restaurants good spacious liked lobby bar,Positive
557,booked four rooms Taj Lands End busy season end December 2018 wedding First class hotel breakfasts lavish view room beautiful peaceful service detail exceptional Special special thanks two individuals particular One Pastry Chef Anurag noticed ate two three chocolate croissants breakfast everyday Yes pig made point selfdeliver four justmade warm chocolate croissants table every morning day leaving packed box 20 croissants take Sob sob would thing Thank Chef Anurag Also special thanks Raj Kumar room services noticed left two books open face…,Positive
558,Traditional welcome Taj style pretty female beautiful smiles entry start positive vibes friendly environment apology forgot nameFront desk staff perfect guidance Taronish best courtesy servicesBreakfast lavish yummy well served Ashish Vicky Prakash particular weather sitting side really enjoyable suggestive note variety buffet items expanded day wise noticed menu almost every second day menu changed daily basis feasible Lounge best food view services Everyone courteous name Vishawadeep Bhojane Sumeet happy take care guests able…,Positive
559,Taj Lands End charm that’s easy fall forWhile Mumbai lot newer business hotels locations much closer business districts Lands End continues favourite sea views proximity Bollywood star residences BandraThe rooms lobby renovated recently that’s plusThe service outstandingI work run event hotel well managedMake sure get sea facing room check gym nice views staff friendly gym instructor smiling waiter breakfast buffet staff call lift see headed away roomClassic Taj service Mumbai glam thrown,Positive
560,beautiful hotel feels like home little expensive service amazing could hardly walk 2 feet without someone offering take bag rooms spotless comfortable fancy Great place stay,Positive
561,staff nd services awsomee rooms spacious nd sexy loved view room bandra worli sea link breakfast amazinggnd best place visit mumbaii located heart mumbai bandra whenever mumbai visit hotel,Positive
562,Excellent 360o point view hotel ATM Wow stay fine Special thanks Himali Atrium Bar Lounge customer service excellence awesome Mumbai people awesome Bhushan,Positive
563,Taj lands end great experience lovely time November December 2018 Recommend everyone try next visit India Easy access many visiting places good food ambience,Positive
564,First class hotel quality rooms breakfast menu excellent attention detail staff hospitable accommodating Would return anytime daughter uses wheelchair front steps hotel wheelchairfriendly,Positive
566,Beyond awesome experience staff hospitable room nice neat clean TV bathroom excellent idea overall husband loved perfect way celebrate anniversary,Positive
567,Must stay experience place Awesome faculty equally awesome service friendly staff food amazingfurther words describe got room view sea link sea pool view mesmerizing,Positive
568,stayed 4 nights 11th December memorable stay found staff polite attentive went way ensure comfortable stay excellent choice food breakfast dinner Ming Yang one best Chinese meals would highly recommend stay,Positive
569,Visited one restaurants ming yang loved hotel looked inside grand lobbyhuge well kept clean Think would stay visited,Positive
570,loved locationtruly lives nameLands End Sea view rooms superb Great fabulous sunset view rooms view BandraWorli Sea link Also see corridors photographers delight Fabulous restaurants Coffee Shop wide variety spread breakfast Service always Taj amazing simple gestures Housekeeping staff much Taj note bedside saw shaving cream near finished left small size tube nice linen bag near washbasin Really made say WOW Overallhighly recommend hotel,Positive
571,first experience Taj Lands End mostly recommended Five star hotel ever experienced yet Good hospitality service Beautiful bay view Supportive staff Must visit,Positive
572,stayed Tajlands end 6 days initially decide would stay Tajlands 3 days check another hotel 3 days change However impeccable service detail attention hearts decided stay Tajlands throughout stayed Taj club rooms pacious convenient housekeeping service amazing Whenever called something prompt quick Breakfast great lots variety worried missing breakfast carried till 11am Staff friendly always greeted Hotel busy wedding functions nice see returning back India way home day decided stay Tajlands Overall…,Positive
574,Taj Hospitality one best world arrive departure u r greater always w smile love staying property home away home travel world Taj Taj Always looking forward next stay,Positive
575,Overall hotel nice good service rooms big enough clean outdoor swimming pool also nice relax spa separated men women relax naked sauna steam bath without problem also massage indian guy Even though missed appointment rearrange appointment hes technique really good massaged everywhere great pleasure,Positive
577,recently stayed 3 nights got room 20th floor nice citybay view sleeping area seems newly renovated Nice wooden floor confy bed bathroom bit older clean huge Staff nice helpful Checkout impersonal settling bill thats one asked feedback etc case Taj hotels breakfast buffet nice rest breakfast experience extremely disappointing queue 30min get table tried 830am 930ambut difference always around 2030 pax waiting table hotel arranged another breakfast room alternative much smaller buffet option asking staff bring certain dishesfood…,Positive
578,experience Taj Lands End always consistent amazing service Can’t beat location guests every year 5 years staff warm helpful every level hard work make ones stay memorable,Positive
579,recently stayed hotel two nights 27 29 December 2018 wonderful property overlooking sea room comfortable food excellent staff makes feel home taking care minutest need signature Taj experience would highly recommend hotel fellow travellers,Positive
580,gorgeous resort experience smell Jasmine wafts hallways free sunrise yoga take stayed Indian friend went wedding getting married againI would Taj well across city Taj Palace Gate India neighborhood originally Portugese settlers full fusion culture still overwhelmingly Indian Order prawns tempura bask amazing service breakfast buffet taste destination drank silly Masala Tea feel welcome check drinks flowers bead necklace course traditional sign respect wisdom dotted red forehead I…,Positive
581,Great establishment go back Breakfast legendary masala dosas sambar idlis poha upam vada masala chai need eat eggs sausages etc Fresh fruit daily scrumptious,Positive
582,Wonderful inner ambience excellent service great food rich variety top notch bar Helpful courteous staff ever ready delight customer Absolutely happy spent day Taj Lands End,Positive
583,Taj lands end enjoys one best sea view locations Mumbai highlight place enormous bar lobby one best collections Single Malts spirits Higher floor club rooms offer wonderful sea views especially sunset Service Club lounge superb Food various restaurants decent business hotel luxury hotel,Positive
584,visited taj lands end wonderful beautiful stay front office team good Special mention Saurav Jasveer Simply outstanding boys Always service give everything best Lovely hosts great full made beautiful experience amazing stay concierge boy HARRY team also good Quick prompt service,Positive
585,One best hotels mumbai leisure best property stay mumbai hospitality world class staff trained courteous would recommend hotel stay it’s leisure trip,Positive
586,hotel mix classy yet contemporary ambience although mumbai rooms spacious enough seemed undergone renovation recently stayed night lucky get room higher floor splendid sea views food cuisines delicious yummy buffet breakfast spread good options unavoidable even arent much hungry great stay overall spend evening poolside great views sunset along sea,Positive
587,cant go wrong book Taj Group always wonderful stay Family usually land booking taj hotel anywhere travel gives sense assurance beautiful vacation,Positive
589,enjoyable three night stay Lands End really hustle bustle Mumbai Rooms great amazing sea views beds comfortable Enjoyed spending time pool never busy experience great place relax Recommend breakfast outside terrace it’s less crowded inside pleasant overlooks sea Whilst hotel facilities great one thing that’s makes hotel stand 5 star peers high level customer service staff encountered stay extremely professional helpful seemed take pride really want make stay enjoyable one Highly recommend Lands…,Positive
590,Taj Lands End one Mumbai well known landmarks especially majestic view drive sea link Worli hotel also possess giving mesmerising view Worli Sea Face Sea Link adoring hotel outright stunning enter lobby lines rooms floor rises There’s classy coffee shop mezzanine level lobby room stayed comfortable signature Taj elegance comfort best sea view room something make sit massive window room keep gazing sunset Try breakfast early anytime 930 there’s long queue breakfast accommodated roof top extension of…,Positive
593,Fabulous service standard decadent surroundings inside hotel like every Taj you’re hotel nothing quite like Fabulous service Lalit conceirge desk beyond even Taj,Positive
594,Everything refreshing including welcomestayfoodsurroundingsgymnasium view window amazing also got lucky meet celebrities breakfastThe service also good,Positive
595,Beautiful rooms excellent service rooms sea view rooms overlook hotel open restaurant Breakfast nice spread ball room good enough accommodate 300 persons done good décor service restaurant prompt dishes well made Food tasty wholesome Given chance would like stay hotel next trip would recommend Hotel friends,Positive
596,really enjoyed hotel everything staff especially helpful friendly food good plentiful buffets general ambience excellent thank pleasant stay ​,Positive
597,Everything great stay Room nice big clean bathroom bed extremely nice upgraded nice suite highly recommend suites sure ask non smoking room Pool lobby area nice would definitely return next visit Mumbai,Positive
599,Excellent service needs catered forWe clooked well service round areas excellent go way look make stay comfortable enjoyable possible,Positive
600,taj hospitality unbeatable location views amazing food questions greta time stayed 3 days housekeeping front desk cooperative super service convenient location go towards side Mumbai Central western suburbs,Positive
602,amazingly memorable experience Lands End Mumbai totally blown away hospitality warmth shown every staff member Right welcoming us reception showing us around room Even room dining housekeeping staff staff poolside Everyone simply amazing mentioned mothers birthday room decorated beautifully given beautiful roses TWO cakes One room another Min Yang every thing perfect super thoughtful truly touched mother even said best birthday life say huge huge thank Taj going beyond hospitality thoughtfulness love warmth…,Positive
603,Beautiful property middle Mumbai Lovely pool area enjoy Room comfortable large bed desk area safe good cupboard space amenities fine Range restaurants including pool buffet restaurant large selection enjoy food Breakfast bit chaotic otherwise service friendly efficient,Positive
604,second experience expected really awesome Staff extremely well behaved food great location truly Divine Looking forward another visit soon,Positive
607,Good place business meetings informal meets Ambience decor hospitality good Location also makes difference Great sea views restaurant areas also probably largest bar five star hotel Mumbai,Positive
608,luxouriousbut homely hotel friendly hospitable staffthe view hotel breathtaking Though hotel needs something regarding noise banqueting facilitya good change,Positive
609,recently finished oneweek stay beautiful Taj Lands End Mumbai fairly frequent “regulars” hotel period many years view hotel choice vibrant often chaotic city peaceful location huge plus enjoy rooms full water view looking Arabian Sea Ms Swati Thakur always takes wonderful care us overall service standards extremely high example wonderful care hospitality hotel extends guest represents hotel finest way frequently visited Vista casual dining restaurant Masala Bay Indian restaurant love food reason deduct one star unfortunately is…,Positive
610,always excellent relaxing stay day Great service hospitality splendid view open sea room room comfortable well appointed ordered Chinese dinner room great experience,Positive
611,stayed celebrating birthday best room services arranged make sure good time Cake balloons Happy hours high teaname yes best thing view room overlooking Bandra Sealink best place celebrations Staff amazing made sure fantastic stay check check smooth It’s wonderful place stay specially celebrating special day,Positive
612,days visit renowned Taj Lands End perfect start honeymoon trip reception staff welcoming accommodating courteous staff Mumbai Hotels well groomed bell desk Concierge security staff polite restaurant requires staffing rush hours pay attention guests equally Beautiful sea view room 1409 clean swimming pool Housekeeping staff courteous many thanks Miss Vijaya Housekeeping preparing bed room rose petals hotel also gave complimentary bouquet chocolate cake celebrate wedding sweet Thank Taj Lands End staff complete team Thank Miss Vijaya,Positive
613,Spent 6 nights enjoyed thoroughly service excellent renovated rooms comfortable breakfast sumptuous variety food drink amazing Location also good mumbai,Positive
614,excellent hospitality courteousness extended staff well pleasing elating especially personal care taken Ms Swati Thakur Asst Front Office Manager welcome grateful way Taj always excels hospitality,Positive
615,Taj name synonymous service property well appointed service makes place worth trip Mumbai food excellent like Indian food breakfast buffet aimed home market adventurous something worth experiencing,Positive
616,stay family celebrate occasion Taj made occasion memorable special attention experience stay room sea side gave great calming feel Best experience stay extremely polite helpful staff taking care attention entire duration stay Food Masala restaurant great pricey worth quality quality Worth another visit,Positive
617,place great plants best rooms restaurant great play area difficult find need guidance play area graet kids hav plan place,Positive
